Image Path,Class,Confidence,Bounding Box,Center Coordinates (2D)
E:/ABB/AI/yolov9/data/dataset/images\00002.jpg,dispensing_tube_rack,0.5224807858467102,"[1321.0, 585.0, 2243.0, 1570.0]","[1782, 1077]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,sorting_tube_rack_base,0.9754555821418762,"[726.0, 1076.0, 1271.0, 1420.0]","[998, 1248]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,sorting_tube_rack_base,0.9689854979515076,"[479.0, 1500.0, 1165.0, 1940.0]","[822, 1720]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,10ML_sorting_tube_rack,0.953221321105957,"[546.0, 917.0, 1235.0, 1370.0]","[890, 1143]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,5ML_sorting_tube_rack,0.9480312466621399,"[0.0, 896.0, 252.0, 1392.0]","[126, 1144]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,10ML_centrifuge_tube,0.9299430251121521,"[2379.0, 789.0, 2471.0, 853.0]","[2425, 821]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,dispensing_tube_rack,0.9277485609054565,"[1933.0, 617.0, 3839.0, 1724.0]","[2886, 1170]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,10ML_centrifuge_tube,0.924470067024231,"[3048.0, 687.0, 3166.0, 777.0]","[3107, 732]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,centrifuge_close,0.9191805124282837,"[436.0, 4.0, 1133.0, 543.0]","[784, 273]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,blood_tube,0.9098441004753113,"[732.0, 934.0, 840.0, 1020.0]","[786, 977]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,10ML_centrifuge_tube,0.8842284679412842,"[2072.0, 834.0, 2160.0, 897.0]","[2116, 865]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,refrigerator_close,0.880449652671814,"[2414.0, 0.0, 3194.0, 362.0]","[2804, 181]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,5ML_centrifuge_tube,0.8407260179519653,"[2164.0, 950.0, 2288.0, 1074.0]","[2226, 1012]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,blood_tube,0.8303365111351013,"[663.0, 1065.0, 768.0, 1158.0]","[715, 1111]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,blood_tube,0.8254053592681885,"[638.0, 944.0, 741.0, 1026.0]","[689, 985]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,tube_rack_storage_cabinet,0.8201966285705566,"[4.0, 608.0, 477.0, 2072.0]","[240, 1340]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,blood_tube,0.7895301580429077,"[548.0, 1089.0, 658.0, 1171.0]","[603, 1130]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,5ML_centrifuge_tube,0.7756286859512329,"[2047.0, 1075.0, 2179.0, 1200.0]","[2113, 1137]"
E:/ABB/AI/yolov9/data/dataset/images\00003.jpg,blood_tube,0.4783988893032074,"[603.0, 1009.0, 703.0, 1099.0]","[653, 1054]"
E:/ABB/AI/yolov9/data/dataset/images\00004.jpg,dispensing_tube_rack,0.9703972935676575,"[1747.0, 1837.0, 3840.0, 2158.0]","[2793, 1997]"
E:/ABB/AI/yolov9/data/dataset/images\00004.jpg,centrifuge_close,0.9427006840705872,"[122.0, 1124.0, 895.0, 1694.0]","[508, 1409]"
E:/ABB/AI/yolov9/data/dataset/images\00004.jpg,10ML_centrifuge_tube,0.9352757334709167,"[2126.0, 1989.0, 2224.0, 2103.0]","[2175, 2046]"
E:/ABB/AI/yolov9/data/dataset/images\00004.jpg,10ML_centrifuge_tube,0.9237054586410522,"[2787.0, 1846.0, 2896.0, 1954.0]","[2841, 1900]"
E:/ABB/AI/yolov9/data/dataset/images\00004.jpg,10ML_centrifuge_tube,0.9010430574417114,"[1785.0, 2068.0, 1889.0, 2157.0]","[1837, 2112]"
E:/ABB/AI/yolov9/data/dataset/images\00004.jpg,refrigerator_close,0.8993802070617676,"[2021.0, 438.0, 2717.0, 1413.0]","[2369, 925]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,10ML_sorting_tube_rack,0.967492938041687,"[882.0, 933.0, 1579.0, 1514.0]","[1230, 1223]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,centrifuge_close,0.9464742541313171,"[2760.0, 0.0, 3629.0, 693.0]","[3194, 346]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,10ML_sorting_tube_rack,0.9451528787612915,"[2860.0, 1434.0, 3840.0, 2153.0]","[3350, 1793]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,blood_tube,0.9299705624580383,"[3137.0, 1664.0, 3297.0, 1836.0]","[3217, 1750]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,blood_tube,0.9209964871406555,"[3264.0, 1436.0, 3420.0, 1593.0]","[3342, 1514]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,5ML_sorting_tube_rack,0.9165387153625488,"[1461.0, 555.0, 2097.0, 1072.0]","[1779, 813]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,5ML_sorting_tube_rack,0.8963115811347961,"[1786.0, 1062.0, 2332.0, 1554.0]","[2059, 1308]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,10ML_centrifuge_tube,0.8865457773208618,"[1964.0, 1062.0, 2080.0, 1136.0]","[2022, 1099]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,tube_rack_storage_cabinet,0.8814257383346558,"[141.0, 112.0, 2503.0, 2145.0]","[1322, 1128]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,blood_tube,0.8718666434288025,"[2924.0, 1601.0, 3059.0, 1750.0]","[2991, 1675]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,sorting_tube_rack_base,0.8117299675941467,"[2914.0, 1984.0, 3167.0, 2158.0]","[3040, 2071]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,blood_tube,0.8089011907577515,"[3059.0, 1390.0, 3202.0, 1536.0]","[3130, 1463]"
E:/ABB/AI/yolov9/data/dataset/images\00005.jpg,blood_tube,0.8003183007240295,"[3006.0, 1484.0, 3147.0, 1637.0]","[3076, 1560]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,sorting_tube_rack_base,0.9821125268936157,"[3.0, 1362.0, 1069.0, 2158.0]","[536, 1760]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,10ML_sorting_tube_rack,0.9667646288871765,"[1.0, 362.0, 1083.0, 1143.0]","[542, 752]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,sorting_tube_rack_base,0.9544960856437683,"[221.0, 676.0, 1150.0, 1236.0]","[685, 956]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,10ML_centrifuge_tube,0.9478580355644226,"[3072.0, 253.0, 3246.0, 394.0]","[3159, 323]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,10ML_centrifuge_tube,0.9470741748809814,"[1219.0, 707.0, 1747.0, 852.0]","[1483, 779]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,blood_tube,0.9441133141517639,"[1299.0, 1069.0, 1875.0, 1267.0]","[1587, 1168]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,blood_tube,0.9432749152183533,"[1689.0, 647.0, 2136.0, 903.0]","[1912, 775]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,dispensing_tube_rack,0.9169179201126099,"[2331.0, 168.0, 3840.0, 1743.0]","[3085, 955]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,10ML_centrifuge_tube,0.8956030607223511,"[2187.0, 929.0, 2408.0, 1417.0]","[2297, 1173]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,blood_tube,0.8501216769218445,"[0.0, 348.0, 172.0, 642.0]","[86, 495]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,10ML_centrifuge_tube,0.8195614218711853,"[3232.0, 516.0, 3335.0, 597.0]","[3283, 556]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,5ML_centrifuge_tube,0.8069408535957336,"[1523.0, 925.0, 1872.0, 1035.0]","[1697, 980]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,5ML_centrifuge_tube,0.7848667502403259,"[1838.0, 787.0, 2051.0, 1036.0]","[1944, 911]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,5ML_centrifuge_tube,0.3864924907684326,"[2185.0, 923.0, 2401.0, 1417.0]","[2293, 1170]"
E:/ABB/AI/yolov9/data/dataset/images\00006.jpg,blood_tube,0.25301095843315125,"[0.0, 671.0, 43.0, 757.0]","[21, 714]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,10ML_centrifuge_tube,0.9719646573066711,"[432.0, 1110.0, 1063.0, 1306.0]","[747, 1208]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,blood_tube,0.9695820808410645,"[1002.0, 1004.0, 1487.0, 1298.0]","[1244, 1151]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,sorting_tube_rack_base,0.9623591899871826,"[0.0, 1968.0, 222.0, 2160.0]","[111, 2064]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,10ML_centrifuge_tube,0.9564871191978455,"[2816.0, 636.0, 2937.0, 731.0]","[2876, 683]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,blood_tube,0.9535176753997803,"[532.0, 1477.0, 1218.0, 1774.0]","[875, 1625]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,10ML_centrifuge_tube,0.945881187915802,"[2199.0, 713.0, 2316.0, 821.0]","[2257, 767]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,dispensing_tube_rack,0.9335688352584839,"[1665.0, 637.0, 3840.0, 2005.0]","[2752, 1321]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,10ML_centrifuge_tube,0.9172161817550659,"[1544.0, 1273.0, 1742.0, 1774.0]","[1643, 1523]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,sorting_tube_rack_base,0.9138208031654358,"[0.0, 1125.0, 336.0, 1785.0]","[168, 1455]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,10ML_sorting_tube_rack,0.8738542795181274,"[0.0, 855.0, 242.0, 1651.0]","[121, 1253]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,refrigerator_close,0.8351536989212036,"[1922.0, 0.0, 2700.0, 287.0]","[2311, 143]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,5ML_centrifuge_tube,0.8294026851654053,"[816.0, 1323.0, 1215.0, 1476.0]","[1015, 1399]"
E:/ABB/AI/yolov9/data/dataset/images\00007.jpg,5ML_centrifuge_tube,0.8243789076805115,"[1175.0, 1156.0, 1393.0, 1424.0]","[1284, 1290]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,sorting_tube_rack_base,0.9737153053283691,"[1364.0, 1687.0, 2156.0, 2159.0]","[1760, 1923]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,10ML_sorting_tube_rack,0.9664533138275146,"[1508.0, 955.0, 2237.0, 1524.0]","[1872, 1239]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,sorting_tube_rack_base,0.96312016248703,"[1629.0, 1174.0, 2273.0, 1594.0]","[1951, 1384]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,5ML_sorting_tube_rack,0.95599764585495,"[5.0, 200.0, 683.0, 856.0]","[344, 528]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,blood_tube,0.9285233020782471,"[2778.0, 1303.0, 3331.0, 1492.0]","[3054, 1397]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,5ML_sorting_tube_rack,0.9277555346488953,"[396.0, 809.0, 1127.0, 1289.0]","[761, 1049]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,centrifuge_close,0.9268865585327148,"[1375.0, 0.0, 2038.0, 365.0]","[1706, 182]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,blood_tube,0.8982388973236084,"[2379.0, 1679.0, 2965.0, 1783.0]","[2672, 1731]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,5ML_centrifuge_tube,0.8855010271072388,"[2939.0, 1438.0, 3208.0, 1688.0]","[3073, 1563]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,5ML_centrifuge_tube,0.8781629800796509,"[3419.0, 1714.0, 3690.0, 2154.0]","[3554, 1934]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,10ML_centrifuge_tube,0.8489021062850952,"[2337.0, 1252.0, 2846.0, 1347.0]","[2591, 1299]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,5ML_centrifuge_tube,0.8137984275817871,"[2603.0, 1502.0, 2967.0, 1597.0]","[2785, 1549]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,dispensing_tube_rack,0.8088347315788269,"[3595.0, 1288.0, 3838.0, 2152.0]","[3716, 1720]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,tube_rack_storage_cabinet,0.8060137033462524,"[1.0, 3.0, 1321.0, 2160.0]","[661, 1081]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,blood_tube,0.7378352284431458,"[1537.0, 1133.0, 1650.0, 1242.0]","[1593, 1187]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,blood_tube,0.7005032300949097,"[1625.0, 943.0, 1734.0, 1052.0]","[1679, 997]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,blood_tube,0.6162867546081543,"[1597.0, 1014.0, 1701.0, 1144.0]","[1649, 1079]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,10ML_centrifuge_tube,0.5222209692001343,"[621.0, 812.0, 765.0, 894.0]","[693, 853]"
E:/ABB/AI/yolov9/data/dataset/images\00008.jpg,10ML_centrifuge_tube,0.2500557005405426,"[508.0, 889.0, 626.0, 966.0]","[567, 927]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,sorting_tube_rack_base,0.9824904799461365,"[965.0, 1289.0, 1828.0, 1897.0]","[1396, 1593]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,dispensing_tube_rack,0.9716330766677856,"[3227.0, 249.0, 3839.0, 2032.0]","[3533, 1140]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,10ML_sorting_tube_rack,0.9704291820526123,"[936.0, 360.0, 1859.0, 1039.0]","[1397, 699]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,blood_tube,0.9702785015106201,"[2439.0, 617.0, 3004.0, 893.0]","[2721, 755]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,10ML_centrifuge_tube,0.9649394154548645,"[1972.0, 662.0, 2510.0, 817.0]","[2241, 739]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,sorting_tube_rack_base,0.9529196619987488,"[1176.0, 629.0, 1897.0, 1111.0]","[1536, 870]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,5ML_sorting_tube_rack,0.9350899457931519,"[0.0, 296.0, 460.0, 943.0]","[230, 619]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,blood_tube,0.9041904807090759,"[2040.0, 1096.0, 2631.0, 1252.0]","[2335, 1174]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,tube_rack_storage_cabinet,0.9016380906105042,"[0.0, 15.0, 723.0, 2129.0]","[361, 1072]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,10ML_centrifuge_tube,0.8704391121864319,"[2978.0, 986.0, 3298.0, 1563.0]","[3138, 1274]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,blood_tube,0.8374071717262268,"[936.0, 619.0, 1099.0, 760.0]","[1017, 689]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,5ML_centrifuge_tube,0.8307722210884094,"[2598.0, 776.0, 2855.0, 1069.0]","[2726, 922]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,5ML_centrifuge_tube,0.8155662417411804,"[2262.0, 926.0, 2629.0, 1025.0]","[2445, 975]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,blood_tube,0.7895270586013794,"[1026.0, 372.0, 1187.0, 519.0]","[1106, 445]"
E:/ABB/AI/yolov9/data/dataset/images\00009.jpg,blood_tube,0.5895594358444214,"[997.0, 474.0, 1149.0, 613.0]","[1073, 543]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,10ML_centrifuge_tube,0.9570070505142212,"[992.0, 724.0, 2184.0, 1017.0]","[1588, 870]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,10ML_centrifuge_tube,0.9487212896347046,"[2767.0, 463.0, 2904.0, 586.0]","[2835, 524]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,blood_tube,0.9412663578987122,"[1327.0, 1231.0, 1802.0, 1438.0]","[1564, 1334]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,10ML_centrifuge_tube,0.9410389065742493,"[3619.0, 288.0, 3786.0, 418.0]","[3702, 353]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,dispensing_tube_rack,0.9119041562080383,"[2203.0, 302.0, 3840.0, 1807.0]","[3021, 1054]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,sorting_tube_rack_base,0.8844502568244934,"[353.0, 1540.0, 1160.0, 2156.0]","[756, 1848]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,10ML_centrifuge_tube,0.8434714078903198,"[2877.0, 646.0, 3001.0, 692.0]","[2939, 669]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,5ML_centrifuge_tube,0.8383785486221313,"[1775.0, 953.0, 1949.0, 1190.0]","[1862, 1071]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,5ML_centrifuge_tube,0.7890412211418152,"[1501.0, 1105.0, 1797.0, 1210.0]","[1649, 1157]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,blood_tube,0.6958644986152649,"[1636.0, 829.0, 2023.0, 1071.0]","[1829, 950]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,10ML_sorting_tube_rack,0.6074678301811218,"[647.0, 1014.0, 1003.0, 1105.0]","[825, 1059]"
E:/ABB/AI/yolov9/data/dataset/images\00010.jpg,refrigerator_close,0.2984791696071625,"[5.0, 0.0, 1097.0, 164.0]","[551, 82]"
E:/ABB/AI/yolov9/data/dataset/images\00011.jpg,blood_tube,0.9586565494537354,"[1272.0, 1143.0, 1766.0, 1346.0]","[1519, 1244]"
E:/ABB/AI/yolov9/data/dataset/images\00011.jpg,10ML_centrifuge_tube,0.9557504057884216,"[2800.0, 330.0, 2947.0, 467.0]","[2873, 398]"
E:/ABB/AI/yolov9/data/dataset/images\00011.jpg,sorting_tube_rack_base,0.9530856609344482,"[540.0, 1012.0, 1117.0, 1355.0]","[828, 1183]"
E:/ABB/AI/yolov9/data/dataset/images\00011.jpg,10ML_centrifuge_tube,0.9500919580459595,"[3685.0, 163.0, 3840.0, 294.0]","[3762, 228]"
E:/ABB/AI/yolov9/data/dataset/images\00011.jpg,sorting_tube_rack_base,0.9500451683998108,"[271.0, 1463.0, 1091.0, 2146.0]","[681, 1804]"
